title,condition,url,kind
"한국의 민주주의와 민주화 운동Ⅳ, 사회",진행중,http://www.kmooc.kr/courses/course-v1:JNUk+JNUk_19+2022_T2/about,사회
"한국의 민주주의와 민주화 운동Ⅰ, 사회",진행중,http://www.kmooc.kr/courses/course-v1:JNUk+JNUk_14+2022_T2/about,사회
"오픈소스를 이용한 DevOps 구축 및 활용, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:TUk+SW_TUMOOC0002+2022_T2/about,공학
"위대한 수업2(GREAT MINDS) : 인간의 두 얼굴, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS010+2022_T1/about,인문
"차이나는 K-클라스 : K-POP, 대체 불가 장르가 되다(김영대), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC014+2022_T1/about,예체능
"사랑에 대하여: 과학으로 배우는 성과 젠더, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:DSU+DSU04+2022_T2_0/about,사회
"디지털 시대와 정신건강, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU703_01K+U703A_2022_T2/about,의료
"기계공학의 미래, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU704_01K+U704A_2022_T2/about,공학
"동양철학과 21세기 문명, 인문",진행중,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_65+2022_T1/about,인문
"창업가를 위한 브랜드 네이밍 기법, 사회",진행중,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_66+2022_T1/about,사회
"언택트 시대의 건강관리 플러스, 의료",진행중,http://www.kmooc.kr/courses/course-v1:DSUk+KM_DSU01+2022_T2/about,의료
"뉴노멀 시대의 영상미학, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_63+2022_T1/about,인문
"논쟁으로 유학을 새롭게 바라보다, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SKKUk+skku_62+2022_T1/about,인문
"Beginner Creator를 위한 LED/LCD 디스플레이와 센서 활용, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:InhatcK+inhatcK_10+2022_T1/about,공학
"와인과 테이블매너, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:InhatcK+inhatck11+2022_T1/about,사회
"항공사 취업을 위한 미래 항공 운송 산업의 이해, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:InhatcK+inhatcK_09+2022_T1/about,사회
"가자, 한국어, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH505+2022_T2_2/about,교육
"한국어교육학개론, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH501+2022_T2_2/about,교육
"한국어어휘교육론, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH503+2022_T2_2/about,교육
"한국어문법교육론, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH502+2022_T2_2/about,교육
"한국어발음교육론, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH504+2022_T2_2/about,교육
"언어의 신비 들추어보기, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH603+2022_T2_2/about,교육
"한국 현대문화의 이해, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH506+2022_T2_2/about,교육
"비만의 사회학, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH601+2022_T2_2/about,교육
"삼국지 인문학, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH602+2022_T2_2/about,교육
"운동선수는 외계인인가?, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH507+2022_T2_2/about,교육
"우리유산을 보호하고 활용하는 길라잡이, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:NUCH+NUCH_01+2022_T2/about,사회
"박물관 세계로 여행, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:NUCH+NUCH_02+2022_T2/about,사회
"메타버스, 찐 고수되기, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:KWU+KWU_10+2022_T1/about,사회
"AI프로그래밍, 사회",진행중,http://www.kmooc.kr/courses/course-v1:HansungK+HSKMOOCk04+2022_T1/about,사회
"메타버스 & 실감콘텐츠의 이해, 사회",진행중,http://www.kmooc.kr/courses/course-v1:HansungK+HSKMOOCk05+2022_T2/about,사회
"중국신화 : 고대로의 시간여행 Ⅱ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU701_02K+U701A_2022_T2/about,인문
"창의적 문제해결을 위한 생각 프로세스 Ⅱ, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU702_02K+U702A_2022_T2/about,공학
"차이나는 K-클라스 : 현대적 멋을 입힌 전통 공연, 세계를 홀리다(정구호), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC013+2022_T1/about,예체능
"체육학개론, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:KNSU+KNSU001+2022_T3/about,예체능
"사람중심 가치실현을 위한 인공지능, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:HYUk+HYUKMOOC2022-1k+2022_C1/about,예체능
"실용금융의 이론과 실제, 사회",진행중,http://www.kmooc.kr/courses/course-v1:FSS+FSS01+2022_T2/about,사회
"ICT가 바꾸는 미래의 법, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:KWU+KWU_08+2022_T1/about,사회
"슬기로운 가정생활, 관계놀이, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:KWU+KWU_11+2022_T1/about,사회
"디지털 신기술 기반 신재생 에너지, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:KWU+KWU_09+2022_T1/about,사회
"아동건강과 K-아동돌봄교육, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:WHSUK+WHSUK_07+2022-T2-7/about,교육
"아동동작과 K-아동돌봄교육, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:WHSUK+WHSUK_08+2022-T2-8/about,교육
"교육심리기반 K-아동돌봄교육, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:WHSUK+WHSUK_06+2022-T2-6/about,교육
"K-아동돌봄교육 실천사례지도법, 교육",청강가능,http://www.kmooc.kr/courses/course-v1:WHSUK+WHSUK_09+2022-T2-9/about,교육
"차이나는 K-클라스 : K-게임, 세상을 플레이하다!(김상균), 인문",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC012+2022_T1/about,인문
"위대한 수업2(GREAT MINDS) : 조향의 세계, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS009+2022_T1/about,자연
"찾아서 보는 수학, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:DSU+DSU05+2022_T2_1/about,자연
"생물학적 인간Ⅱ, 자연",진행중,http://www.kmooc.kr/courses/course-v1:KoreaUnivK+ku_phy_002+2022_AB5/about,자연
"기술경영개론, 사회",진행중,http://www.kmooc.kr/courses/course-v1:HOSEO+HOSEO001+2022_T1/about,사회
"실전경영의 이해, 사회",진행중,http://www.kmooc.kr/courses/course-v1:HOSEO+HOSEO002+2022_T4/about,사회
"기업가정신과혁신, 사회",진행중,http://www.kmooc.kr/courses/course-v1:HOSEO+HOSEO01+2022_T2/about,사회
"문화창업마케팅, 사회",진행중,http://www.kmooc.kr/courses/course-v1:HOSEO+HOSEO002+2022_T3/about,사회
"공자의 지혜 The Confucius’ Wisdom, 인문",진행중,http://www.kmooc.kr/courses/course-v1:XuetangX+XuetangX_03+2022_T2/about,인문
"차이나는 K-클라스 : 볼수록 매력적인 전통미술 속 K-미소(정명희), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC011+2022_T1/about,예체능
"위대한 수업2(GREAT MINDS) : 역사를 바꾼 무기들, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS008+2022_T1/about,인문
"아동과 청소년의 건강환경 Ⅱ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SSUk+SSMOOC031K+2022_T2/about,인문
"발레 : 융합문화예술의 실제 Ⅱ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SSUk+SSMOOC011K+2022_T2/about,인문
"생각보다 가까운 FTA(2), 융복합",청강가능,http://www.kmooc.kr/courses/course-v1:INHAuniversityK+inha002_2+2022_002/about,융복합
"임상증상으로 알아보는 반려동물의 질병, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:YeonsungUniv+YSU01+2022_01/about,자연
"차이나는 K-클라스 : 애매모호한 춤, 세상을 뒤집다(김보람), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC010+2022_T1/about,예체능
"혁신 마케팅 CASE STUDY, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:HYUk+PRIME_HYUKMOOC2017+2022_C1/about,예체능
"반도체 공정 입문, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:HYUk+PRIME_HYUKMOOC2019-1k+2022_C1/about,예체능
"비전공자를 위한 기초 화학, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:HYUk+PRIME_HYUKMOOC2019-2k+2022_C1/about,예체능
"문화콘텐츠의 이해, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:HYUk+HYUkIV_HYUKEMOOC2020-1k+2022_C1/about,예체능
"문화콘텐츠 스토리텔링 분석, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:HYUk+PRIME_HYUKMOOC2017-1k+2022_C1/about,예체능
"4차 산업시대 미래 질병과 신약개발, 인문",진행중,http://www.kmooc.kr/courses/course-v1:DAUk+DAUk07+2022_T3/about,인문
"건강한 삶을 위한 운동 스마트한 헬스케어, 인문",진행중,http://www.kmooc.kr/courses/course-v1:DAUk+DAUk06+2022_T3/about,인문
"증권투자이론 기초, 인문",진행중,http://www.kmooc.kr/courses/course-v1:DAUk+DAUk08+2022_T3/about,인문
"클릭! 부산(문화와언어), 인문",진행중,http://www.kmooc.kr/courses/course-v1:DAUk+DAUk09+2022_T3/about,인문
"비전공자를 위한 AI 딥러닝(Deep Learning), 공학",진행중,http://www.kmooc.kr/courses/course-v1:KAISTk+COB2021+2022_K1_02/about,공학
"천문학이야기, 자연",진행중,http://www.kmooc.kr/courses/course-v1:UST+UST002+2022_T2/about,자연
"자연모사기술, 자연",진행중,http://www.kmooc.kr/courses/course-v1:UST+UST001+2022_T1/about,자연
"연극으로 하는 창의감성교육, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_14+2022_T2/about,예체능
"교육을 변화시키는 교육연극, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_19+2022_T2/about,예체능
"스마트폰으로 영화 만들기, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_11+2022_T2/about,예체능
"시나리오란 무엇인가?, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_15+2022_T2/about,예체능
"연극 오디세이, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_18+2022_T2/about,예체능
"연기와 오디션 테크닉, 예체능",진행중,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_10+2022_T2/about,예체능
"영화제를 만드는 사람들, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_20+2022_T2/about,예체능
"인문으로 우려낸 부산의 맛, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:KSUk+KSUk_21+2022_T2/about,인문
"글로벌이슈와 세계시민(Global Issues and Global Citizenship), 인문",진행중,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu03+2022_K2/about,인문
"전쟁과평화(War and Peace), 인문",청강가능,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu04+2022_K4/about,인문
"위대한 수업2(GREAT MINDS) : 사랑의 사회학, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS007+2022_T1/about,사회
"차이나는 K-클라스 : 세계를 울리고 웃기는 우리 이야기의 힘(황석영), 인문",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC009+2022_T1/about,인문
"지혜로운 금융생활, 사회",진행중,http://www.kmooc.kr/courses/course-v1:UC+UC005+2022_T2/about,사회
"중국신화 : 고대로의 시간여행 Ⅰ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU701_01K+U701A_2022_T2/about,인문
"창의적 문제해결을 위한 생각 프로세스 Ⅰ, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU702_01K+U702A_2022_T2/about,공학
"희망의 인문학 : 우리는 희망에서 무엇을 배우고 가르칠 수 있는가 Ⅱ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU502_02K+U502A_4_2022_T2/about,인문
"가족과 건강 : 질병예방과 건강증진 Ⅱ, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU501_02K+U501A_4_2022_T2/about,의료
"인지와 감성, 공학",진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_6+2022_2_B3/about,공학
"감성컴퓨팅, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_4+2022_2_B1/about,공학
"게임엔진을 이용한 실감콘텐츠(VR, AR) 기획과 개발, 공학",진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_3+2022_2_T3/about,공학
"생성 모델과 시각 지능, 공학",진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_1+2022_2_T1/about,공학
"인공지능시대의 사회적 쟁점, 공학",진행중,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2021_2+2022_2_T2/about,공학
"자율 에이전트 및 멀티 에이전트 시스템, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SMUk+SMU2020_01+2022_2_A1/about,공학
"동아시아에서의 역사 인식과 화해(The Historical Recognition and Reconciliation in East Asia), 공학",진행중,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu01+2022_K3/about,공학
"프로메테우스의 불; 과학과 전쟁(Fire of Prometheus; Science and War), 공학",진행중,http://www.kmooc.kr/courses/course-v1:KYUNGNAMUNIVk+Knu02+2022_K1/about,공학
"차이나는 K-클라스 : 디지털로 부활하는 K-문화유산(박진호), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC008+2022_T1/about,예체능
"위대한 수업2(GREAT MINDS) : 빅테크 기업의 흥망성쇠, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS005+2022_T1/about,사회
"위대한 수업2(GREAT MINDS) : 미식의 세계, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS006+2022_T1/about,자연
"생활과 건강, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:WOOSUK+woosuk02+2022_02/about,의료
"생활속의 철학, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:WOOSUK+woosuk01+2022_01/about,인문
"영상의 이해, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:WOOSUK+woosuk03+2022_03/about,예체능
"희망의 인문학 : 우리는 희망에서 무엇을 배우고 가르칠 수 있는가 Ⅰ, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU502_01K+U502A_4_2022_T2/about,인문
"가족과 건강 : 질병예방과 건강증진 Ⅰ, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU501_01K+U501A_4_2022_T2/about,의료
"차이나는 K-클라스 : 시대와 호흡한 K-건축의 세계(김봉렬), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC007+2022_T1/about,예체능
"가족과 건강 : 운동과 뇌 건강 Ⅱ, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU601_02K+U601A_2_2022_T2/about,의료
"모범시민의 교양회계 Ⅱ, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU602_02K+U602A_2_2022_T2/about,사회
"클래식 친구 만들기, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU021+2022_2/about,예체능
"언택트 시대 속 게임의 역할 - 일상을 건강하고 풍요롭게, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU020+2022_2/about,인문
"자기돌봄을 위한 통합예술심리, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU019+2022_2/about,의료
"사이버상담 개론, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU012+2022_2/about,사회
"언택트 시대의 생활금융, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU022+2022_2/about,사회
"노인상담 이론과 기법, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU016+2022_2/about,사회
"노인문제와 심리평가, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU017+2022_2/about,사회
"노인상담의 실제, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU018+2022_2/about,사회
"웹문학과 디지털 인간, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU006+2022_2/about,인문
"웹소설 창작과 업로드, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU007+2022_2/about,인문
"웹툰 스토리 작법, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU008+2022_2/about,인문
"웹스토리텔링과 유튜브, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU009+2022_2/about,인문
"웹스토리 콘텐츠 운용, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU010+2022_2/about,인문
"3D 프린터! 아이디어를 출력하라, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU011+2022_2/about,공학
"인공지능 윤리, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU013+2022_2/about,공학
"노인상담의 이해, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU014+2022_2/about,사회
"전생애 발달과 노인심리, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SCU+SCU015+2022_2/about,사회
"위대한 수업2(GREAT MINDS) : 플랫폼 제국의 비밀, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS004+2022_T1/about,인문
"차이나는 K-클라스 : 세상 어디에도 없는 종합예술, 판소리(이자람), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC006+2022_T1/about,예체능
"인간 감성으로 풀어보는 행동경제 이야기, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:KMUniv+KMUniv07+2022_T2/about,사회
"결정의 미학 : 결정이 두려운 당신에게, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU503_01K+U503A_2_2022_T2/about,인문
"미래 모빌리티 최신 기술동향, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU604_01K+U604A_2_2022_T2/about,공학
"조선 산업 : 미래기술의 집합체가 되다, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU504_01K+U504A_2_2022_T2/about,공학
"미래산업에서 수소연료전지의 위상, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU603_01K+U603A_2_2022_T2/about,공학
"가족과 건강 : 운동과 뇌 건강 Ⅰ, 의료",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU601_01K+U601A_2_2022_T2/about,의료
"모범시민의 교양회계 Ⅰ, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:UOUk+UOU602_01K+U602A_2_2022_T2/about,사회
"Harmonic functions of two real variables and Applications, 사회",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+MATH210+2022_T2/about,사회
"Design Thinking : 문제의 발견과 해결, 사회",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CITE103+2022_T2/about,사회
"디자인 씽킹을 넘어 가치 디자인으로, 사회",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CITE203+2022_T2/about,사회
"미생물, 면역, 그리고 감염성 질병, 자연",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+LIFE451U+2022_T2/about,자연
"스마트 계약 및 응용, 공학",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CSED490U3+2022_T2/about,공학
"고급 블록체인 이론 및 응용, 공학",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CSED490U5+2022_T2/about,공학
"지구과학과 환경기술, 자연",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+EVSE101+2022_T2/about,자연
"데이터과학을 위한 R프로그래밍, 자연",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+IMEN491R+2022_T2/about,자연
"나노광학: 플라즈모닉스와 메타물질, 공학",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+MECH403+2022_T2/about,공학
"양자물리와 양자컴퓨팅 기초, 자연",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+PHYS201+2022_T2/about,자연
"시스템 반도체 설계(하드웨어 시스템즈), 자연",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+EECE490F+2022_T2/about,자연
"아날로그와 디지털 세계를 잇는, 메이커 입문, 사회",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CITE215+2022_T2/about,사회
"코딩으로 배우는 일반화학, 자연",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CHEM101+2022_T2/about,자연
"블록체인 입문, 공학",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CSED490U1+2022_T2/about,공학
"블록체인 이론 및 응용, 공학",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CSED490U2+2022_T2/about,공학
"암호화폐 이론 및 응용, 공학",진행중,http://www.kmooc.kr/courses/course-v1:POSTECHk+CSED490U4+2022_T2/about,공학
"왜 음식윤리인가 : 문제 해결의 열쇠, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:CUKk+CORE_CUK01+2022_02/about,자연
"멀티링구얼 습득과 실천: 일본어와 영어를 동시에 배우기(초급), 자연",청강가능,http://www.kmooc.kr/courses/course-v1:JJU+JJU04+2021_J04_1/about,자연
"기업가정신과 기업가적 행동, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:KGU+KGU03+2022-T2/about,사회
"통증을 물어보는 진료 중국어, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:CUFS+CUFS09+2022-2_C4/about,인문
"통증을 알아듣는 진료 중국어, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:CUFS+CUFS08+2022-2_C3/about,인문
"패턴으로 정복하는 중급중국어, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:CUFS+CUFS07+2022-2_C2/about,인문
"쉽게 들어가는 중국어 입문, 인문",청강가능,http://www.kmooc.kr/courses/course-v1:CUFS+CUFS06+2022-2_C1/about,인문
"차이나는 K-클라스 : 세상 '힙'한 요즘 노래, K-민요(이희문), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC005+2022_T1/about,예체능
"차이나는 K-클라스 : K-콘텐트, 80억 구독자를 잡아라!(원동연), 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:JTBC+JTBC004+2022_T1/about,예체능
"위대한 수업2(GREAT MINDS) : 한 컷의 세계, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:EBS+EBS003+2022_T1/about,예체능
"가자, 한국어, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH505+2022_T2_1/about,예체능
"한국어교육학개론, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH501+2022_T2_1/about,예체능
"한국어문법교육론, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH502+2022_T2_1/about,예체능
"한국어발음교육론, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH504+2022_T2_1/about,예체능
"한국 현대문화의 이해, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH506+2022_T2_1/about,예체능
"비만의 사회학, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH601+2022_T2_1/about,예체능
"삼국지 인문학, 예체능",청강가능,http://www.kmooc.kr/courses/course-v1:KHUk+KH602+2022_T2_1/about,예체능
"문학과 예술이론의 아포리아에 대한 동서양의 대화, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:HYUk+IV_HYUKMOOC2020-1k+2022_C1/about,공학
"언어의 세계 : 중국, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:HYUk+IV_HYUKMOOC2020-2k+2022_C2/about,공학
"패션 스튜디오, 공학",청강가능,http://www.kmooc.kr/courses/course-v1:SSUk+SSMOOC05K+2022_T2/about,공학
"인간 뇌의 이해, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU047_019k+2022_T2/about,자연
"흔들리는 20대 : 청년 심리학, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU045_011k+2022_T2/about,자연
"현대사회 건강문제와 인간돌봄학문으로서의 간호, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU060.020k+2022_T2/about,자연
"서울대 소장품 감상하기: 예술을 중심으로 , 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU065.020k+2022_T2/about,자연
"서울대 소장품 감상하기: 문화재를 중심으로, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU070.021k+2022_T2/about,자연
"감염병 대응 음압병실 체험하기, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU066.020k+2022_T2/about,자연
"경제학원론 : 거시경제학, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU062.020k+2022_T2/about,자연
"현대철학사조: 현대철학의 거장들, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU067.021k+2022_T2/about,자연
"니체 읽기-인문고전 『차라투스트라는 이렇게 말했다』, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU053.019k+2022_T2/about,자연
"교육연구를 위한 통계방법, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU068.021k+2022_T2/about,자연
"논어와 현대 사회 - 리더를 위한 논어 읽기, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU047_011k+2022_T2/about,자연
"데이터로 배우는 통계학, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU064.020k+2022_T2/about,자연
"종교 상징의 이해, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+CORE_SNU043_076k+2022_T2/about,자연
"소비자와 시장, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU044_025k+2022_T2/about,자연
"환자 시뮬레이터 체험하기, 자연",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU069.021k+2022_T2/about,자연
"문학/영화와 인공지능, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU053.019k+2022_S2/about,사회
"인공지능의 기초, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU048_011k+2022_T2/about,사회
"데이터 마이닝, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU049_011k+2022_T2/about,사회
"인공지능 만들기, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU056.020k+2022_S2/about,사회
"심리학과 인공지능, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU055.019k+2022_S2/about,사회
"언어학과 인공지능, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU059.019k+2022_S2/about,사회
"철학과 인공지능, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU054.019k+2022_S2/about,사회
"인간 중심 성찰과 디자인, 사회",청강가능,http://www.kmooc.kr/courses/course-v1:SNUk+SNU061.020k+2022_T2/about,사회
