title,condition,kind
영상예술시대의 희곡론,청강가능,인문
공존을 위한 창의적 설계,청강가능,공학
인공지능 활용 바이오 기술 플랫폼,청강가능,의료
백제속의 동아시아,청강가능,인문
유네스코 세계문화유산 탐방,청강가능,인문
4차 산업혁명과 수학,청강가능,자연
실무 행정법,청강가능,사회
영상시와 콘텐츠 제작,청강가능,인문
미생물학 입문,청강가능,자연
모두에게 필요한 공중보건(Public health connects us all),청강가능,의료
수학으로 푸는 블록체인(Blockchain solved with mathematics),청강가능,공학
수학으로 푸는 자율주행AI(Autonomous Driving AI based on Mathematics),청강가능,공학
김기훈과 함께하는 알기쉬운 스케이트,청강가능,예체능
스타트업챌린지,청강가능,사회
예술과 경영의 만남,청강가능,사회
4차 산업혁명과 5G 무선통신,청강가능,사회
남북협력개론,청강가능,사회
고고학의 세계,종료,인문
공감과 환대의 윤리,종료,인문
나무와 선비문화,청강가능,인문
문학으로 보는 유토피아와 디스토피아,청강가능,인문
현재와 과거를 잇는 한국문화사,청강가능,인문
SW와 컴퓨팅적 사고,청강가능,공학
한국영화사로 보는 가족,청강가능,공학
"플라즈마와 건강, 그리고 생활문화",청강가능,공학
"4차 산업혁명, 찐 고수되기",청강가능,공학
창업과벤처,종료,사회
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 놀이･예술 기반의 아동상담 기법과 활용,청강가능,사회
유전 간호 ,청강가능,의료
비교경찰론,청강가능,사회
지역혁신을 이끄는 로컬 이노베이터 실무교육과정,청강가능,사회
바이오헬스 빅데이터 마이닝,종료,사회
독서치유론,청강가능,인문
리빙프로덕트디자인,청강가능,예체능
창업가가 창업을 묻다,진행중,사회
서양미술에서 배우는 혁신,진행중,인문
International Development and Major Issues and Sectors In Korean Perspective,청강가능,사회
International Development with Donor's Perspective,청강가능,사회
International Development with Developing Country's Perspective,청강가능,사회
International Development Projects Management in Korean Perspective,청강가능,사회
의료AI를 위한 머신러닝,청강가능,공학
AI 연구자를 위한 통계적 학습론,청강가능,자연
Earth System,청강가능,자연
[A.I. SERIES] R을 활용한 통계학개론,청강가능,자연
기후변화와 지속가능발전,청강가능,자연
건강생활지침서 : 음주,청강가능,의료
사회적기업 아름다운 경영이야기,청강가능,사회
기업과 경영,청강가능,사회
재미있는 글로벌 경제 기행,청강가능,사회
한시공감,청강가능,인문
국제사회란 무엇인가,청강가능,사회
근현대 중국의지식인들 인간을 묻다,청강가능,인문
딥러닝을 위한 선형대수학,청강가능,자연
도시와 환경디자인,청강가능,공학
4차 산업혁명,청강가능,사회
4차산업에서 재료와 표준,청강가능,공학
"언어, 세상의 지문",청강가능,인문
유체역학,청강가능,공학
Managing and Improving Quality,청강가능,사회
Hospitality Customer Behavior and Insights,청강가능,사회
Basic Coffee Education,청강가능,자연
Excel Basic Foundation,청강가능,공학
철도인프라 BIM 활용기술,청강가능,공학
Fundamentals of Psychology,청강가능,사회
Human Resource Management in the Hospitality industry,청강가능,사회
International Management,청강가능,사회
Project Management,청강가능,사회
유니티로 이해하는 인공지능과 기계학습 (feat. ML-Agent),종료,공학
Vuforia를 활용한 AR 콘텐츠 만들기,종료,공학
유니티 VR 프로그래밍,종료,공학
프로그래밍 문법에서 자유로워지는 유니티 비주얼 스크립팅,종료,공학
"몸, 숨, 맘 요가 (YBBM : Yoga for Body, Breath and Mind)",청강가능,예체능
K-뷰티 메이크업,청강가능,예체능
블록체인의 원리,종료,공학
블록체인 응용과 실습,종료,공학
4차 산업혁명과 스타트업 실무 역량강화,청강가능,사회
현대인을 위한 물리의 이해,청강가능,사회
Contextual and Cultural Communication (CCC),청강가능,사회
Cultural Psychology,청강가능,사회
금연과 건강한 삶,청강가능,사회
"인류의 그림자, 에너지 바로 알기",청강가능,사회
부와 빈곤의 글로벌 지도,청강가능,사회
함께하는 스마트 다이어트,청강가능,사회
사람의 마음을 움직이게 하는 리더십의 비밀,청강가능,사회
세상을 바꾸는 스타트업 이야기,청강가능,사회
바다의 불편한 진실,청강가능,사회
첨단 바이오테크놀로지의 이해,청강가능,사회
인공지능 수학 입문 (Introductory Mathematics for AI),청강가능,자연
인공지능 수학 기초 (Basic Mathematics for AI),청강가능,자연
글로벌 경제사,청강가능,사회
딥러닝 시대에도 필요한 고급기계학습,청강가능,공학
스마트폰이 낳은 신인류 포노사피엔스,청강가능,공학
논쟁으로 보는 한국 성리학,청강가능,인문
인문학으로 읽는 <손자>의 지혜,종료,인문
20세기 대한민국 문화사,청강가능,인문
21C 필수역량 강화를 위한 팀 앙트레프레너십,청강가능,사회
인공지능을 위한 기초수학 입문 (High school),청강가능,공학
감각과 불안의 서사 : 엔터테인먼트의 터전이 되다,청강가능,예체능
성공 비즈니스 모델과 사업계획 수립,청강가능,사회
동양고전 <사서>에서 찾는 인간의길,청강가능,인문
"생명의 과학 - 생명, 그 신비에의 도전",청강가능,자연
"인공지능을 위한 알고리즘과 자료구조: 이론, 코딩, 그리고 컴퓨팅 사고",청강가능,공학
철학 테제로 보는 유학: 한 문장이 세계를 디자인하다,청강가능,인문
자연학 ‧ 예술 ‧ 한의학 ‧ 인공지능 ‧ 정치학과 유학의 만남 : 인접학문에서 유학을 바라보다,청강가능,인문
4차 산업혁명과 모바일 커머스 창업,청강가능,공학
4차 산업혁명과 소셜벤처 창업,청강가능,사회
정신 분석으로 읽는 영상과 인간심리,청강가능,인문
4차 산업혁명과 창업 비즈니스,청강가능,사회
"맹자(孟子), 사람정치의 철학자",종료,인문
차량용 내부 통신시스템,청강가능,공학
예기(禮記): 함께하는 삶에서의 품위있고 예절바른 행위에 대한 기록,청강가능,인문
자율주행을 위한 머신러닝,청강가능,공학
춘추(春秋): 이상 사회를 향한 역사의 법정,종료,인문
네트워크 기초,청강가능,공학
"서경, 덕의 나라를 향한 진군가",청강가능,인문
차량용 외부 통신시스템,청강가능,공학
차량용 제어 시스템,청강가능,공학
미적분학Ⅱ-다변수 미적분학,청강가능,자연
"시경, 시를 알아야 사람노릇 할 수 있다",종료,인문
Purchase and Inventory Management,청강가능,사회
How to open a food & beverage business,청강가능,자연
Concepts of Post-Production,청강가능,예체능
Introduction to Railroad Systems,청강가능,공학
중국 팔자(八字)명언과 한자의 이해,종료,인문
장자(莊子) 변신에서 자유를 찾다,청강가능,인문
DT시대 온택트 교육학개론,청강가능,융복합
세계로 통하는 한국어 : 초급Ⅰ,청강가능,융복합
세계로 통하는 한국어 : 중급Ⅰ,청강가능,융복합
세계로 통하는 한국어 : 초급Ⅱ,청강가능,융복합
생각보다 가까운 FTA(1),청강가능,융복합
생활 속 피부질환 이야기,청강가능,융복합
손자병법의 세계,청강가능,인문
법 on Air,종료,사회
연애시 읽기,청강가능,인문
영화의 이해,청강가능,예체능
인공지능 수학 고급(Advanced Mathematics for AI),청강가능,자연
인공지능 수학 활용 (Applications of Mathematics for AI),청강가능,자연
"노자, 언어에 길을 내다",종료,인문
파이썬 프로그래밍,청강가능,공학
수소에너지 안정성 관리,종료,공학
연료전지 생산 및 관리,종료,공학
수소에너지 산업 컨설팅,종료,공학
수소에너지 생산 및 인프라,종료,공학
통일한국 준비와 조망,청강가능,사회
파이썬으로 배우는 기계학습 입문 Plus+,청강가능,공학
위대한 수업2(GREAT MINDS) : 나의 이야기,청강가능,자연
인공지능 HRI,청강가능,자연
"글로벌 소통의 중심, 통역과 번역",청강가능,자연
도시와 언어로 만나는 러시아,청강가능,자연
미래직업 : 3D 프린터 운용 전문가,청강가능,자연
영국에 영어는 없었다,청강가능,자연
알기 쉬운 화장품과 피부과학 이야기: 피부의 가치를 부여하는 화장품 이야기,청강가능,자연
"소비자, 아는 것이 힘이다!",청강가능,사회
보이지 않는 미생물 세계,청강가능,의료
다시 찾는 조선의 역사와 인물,청강가능,인문
환경의 역습! 원인과 우리의 대처,청강가능,공학
디지털 치과학 (Digital Dentistry),청강가능,의료
특수요양보호(Special Care),청강가능,의료
기본간호(Basic Nursing),청강가능,의료
지역사회 간호(Community Nursing),청강가능,의료
누구나 할 수 있는 AI 머신 러닝,청강가능,공학
이공계 학생을 위한 핵심반도체 개론,청강가능,공학
객체지향형 도면해독,청강가능,공학
공간 빅데이터 프로그래밍,청강가능,공학
문화관광상품의 이해,청강가능,사회
조명디자인,청강가능,예체능
스크래치와 스마트 코딩,청강가능,예체능
"차이나는 K-클라스 : 세계가 입덕한 21세기 한복 (김단하, 김리을)",청강가능,예체능
문화융합시대의 창업,청강가능,예체능
문화와 생활 속 청렴 시즌2,종료,교육
문화와 생활 속 청렴,종료,인문
"차이나는 K-클라스 : K컬처의 뿌리, 조선 회화의 양대 거장(유홍준)",청강가능,예체능
"차이나는 K-클라스 : K컬처의 뿌리, 고대 한국의 문화유산(유홍준)",청강가능,예체능
전산인지과학 및 인간지능과 인공지능,청강가능,공학
확률적 그래픽 모델,청강가능,공학
디지털 전환과 4차 산업혁명,종료,공학
가상현실과 햅틱스,종료,공학
대한민국의 시작 '대한민국 임시정부',청강가능,인문
한국독립운동의 역사,청강가능,인문
독립군의 요람 '신흥무관학교',청강가능,인문
영유아 발달,청강가능,교육
3D콘텐츠 제작기초(메타버스 공간 제작),종료,예체능
팬데믹시대 자기치유,종료,인문
다양한 드론 촬영 기법 및 편집,종료,융복합
드론 영상기획과 기본촬영 및 편집,종료,융복합
드론운용 및 실습,종료,융복합
항공법규와 역학,종료,융복합
드론 FC와 프로그램tool을 이용한 드론 코딩기초 및 고급 응용,종료,공학
드론 제작 정비 실습,종료,공학
드론 설계 제작 이론,종료,공학
"게임엔진을 이용한 실감콘텐츠(VR, AR) 기획과 개발",청강가능,공학
감성 인공 지능,청강가능,공학
감성디자인,청강가능,공학
감성컴퓨팅,종료,공학
인지와 감성,청강가능,공학
생체신호와 데이터 분석,청강가능,공학
자율 에이전트 및 멀티 에이전트 시스템,종료,공학
생성 모델과 시각 지능,청강가능,공학
인공지능시대의 사회적 쟁점,청강가능,공학
휴먼컴퓨터인터페이스,청강가능,공학
문화와 생활 속 청렴 시즌2,종료,교육
문화와 생활 속 청렴,종료,인문
다양성과 공존 그리고 비즈니스 사례,청강가능,사회
외국인근로자 사업담당자가 알아야 할 보건의료지원의 이해,종료,의료
스마트 리스크 관리,청강가능,사회
시와 상상력: 동서양의 명시를 통해 본 인문학적 상상력,청강가능,인문
자율주행 인공지능 시스템,청강가능,공학
비전공자를 위한 AI 딥러닝(Deep Learning),청강가능,공학
바이오에너제틱스,청강가능,자연
알기 쉬운 원자력 에너지 이야기,청강가능,공학
"인공지능과 기계학습, 원리와 응용",종료,사회
의료 인공지능 개론 ,종료,의료
소비자 건강정보 도구와 모바일헬스 ,종료,의료
보건의료데이터 활용 이해 ,종료,의료
정보의학개론,종료,의료
마학·마술학 기초과정,종료,자연
말보건관리·재활승마이론 기초과정,종료,자연
분단과 평화에 관한 문화인류학의 탐색,청강가능,사회
"가자, 한국어",청강가능,사회
한국어교육학개론,청강가능,사회
한국어어휘교육론,청강가능,사회
한국어문법교육론,청강가능,사회
한국어발음교육론,청강가능,사회
언어의 신비 들추어보기,청강가능,사회
비만의 사회학,청강가능,사회
삼국지 인문학,청강가능,사회
운동선수는 외계인인가?,청강가능,사회
SQL 정형 데이터 분석,종료,공학
선형대수로 배우는 빅데이터,종료,공학
대용량 데이터 처리,종료,공학
비정형 데이터 분석,종료,공학
빅데이터를 위한 확률과 통계,종료,공학
빅데이터 프레임워크,종료,공학
머신러닝 빅데이터 분석,종료,공학
빅데이터 플랫폼,종료,공학
미래를 위한 교수법 ② : 학습자 중심 비대면 교육,청강가능,교육
미래를 위한 교수법 : 테크놀로지를 활용한 학습자 중심 교육,청강가능,교육
생활 속의 물리치료,종료,의료
"글로벌시대, 문화관광콘텐츠의 이해",종료,사회
파이썬으로 배우는 기계학습 입문 Plus+,청강가능,공학
혁신을 위한 모순해결,청강가능,사회
파이썬을 활용한 Business Data Analytics,청강가능,사회
인간수업-뉴노멀시대의 창의융합 인문MOOC,청강가능,인문
한국경제의 이해,청강가능,사회
소프트웨어적 사유,종료,공학
수학적 표현과 이산 구조,종료,공학
사물인터넷과 4차산업사회,종료,공학
디지털 논리회로와 인공지능,청강가능,공학
소프트웨어 중심 사회속의 인터넷 윤리,청강가능,공학
생활 속의 헌법 이야기,종료,사회
JLPT N3 일본어문법,청강가능,인문
문화와 생활 속 청렴,종료,인문
문화와 생활 속 청렴 시즌2,종료,교육
위대한 수업1(GREAT MINDS) : 고 인류학의 순간들,청강가능,자연
패션.메이크업으로 본 북한사회 변화,청강가능,예체능
역사에서 배우는 한반도 평화통일,청강가능,교육
해외긴급구호 의료팀 교육,청강가능,의료
위대한 수업1(GREAT MINDS) : 美 대기업을 말한다,청강가능,사회
자율주행의 기초 및 자율주행 플랫폼을 활용한 시스템 구축 방법,청강가능,공학
파이썬 프로그래밍,청강가능,공학
삶과 경력개발,청강가능,사회
역사 초보자를 위한 한국사 엿보기,청강가능,인문
인공지능 기반 생체신호계측 및 이상치 검출,청강가능,공학
금융공학을 위한 인공지능,청강가능,공학
로봇공학과 인공지능,청강가능,공학
인공지능을 위한 파이썬 기초,청강가능,공학
한국의 민주주의와 민주화 운동Ⅳ,청강가능,사회
한국의 민주주의와 민주화 운동Ⅲ,청강가능,사회
한국의 민주주의와 민주화 운동Ⅰ,청강가능,사회
한국의 민주주의와 민주화 운동Ⅱ,청강가능,사회
세계로 통하는 한국어 : 초급Ⅱ,청강가능,사회
세계로 통하는 한국어 : 초급Ⅰ,청강가능,사회
세계로 통하는 한국어 : 중급Ⅰ,청강가능,사회
위대한 수업1(GREAT MINDS) : 정글북,청강가능,자연
K-FOOD코디네이션(테이블코디네이션+푸드스타일링),청강가능,예체능
4차 산업혁명 시대의 스마트한 삶-스마트 기술의 이해Ⅱ,청강가능,공학
4차 산업혁명 시대의 스마트한 삶- 스마트 기술의 이해Ⅰ,청강가능,공학
로마 문화와 함께 배우는 교양 라틴어,청강가능,인문
알기 쉬운 기업 살림살이,청강가능,사회
위대한 수업1(GREAT MINDS) : 일상의 철학,청강가능,인문
인간행동과 사회환경,청강가능,사회
사이버상담 개론,종료,사회
언택트 시대 속 게임의 역할 - 일상을 건강하고 풍요롭게,종료,인문
언택트 시대의 생활금융,종료,사회
노인상담 이론과 기법,종료,사회
노인문제와 심리평가,종료,사회
노인상담의 실제,종료,사회
자기돌봄을 위한 통합예술심리,종료,의료
웹문학과 디지털 인간,종료,인문
클래식 친구 만들기,종료,예체능
웹소설 창작과 업로드,종료,인문
웹스토리텔링과 유튜브,종료,인문
웹스토리 콘텐츠 운용,종료,인문
웹툰 스토리 작법,종료,인문
3D 프린터! 아이디어를 출력하라,종료,공학
인공지능 윤리,종료,공학
전생애 발달과 노인심리,종료,사회
노인상담의 이해,종료,사회
건강한 삶: 건강한 몸과 병든 몸,청강가능,의료
영화로 이해하는 불안과 공포,청강가능,예체능
"호모, 인간을 말하다",청강가능,인문
블록체인과 비즈니스 서비스,청강가능,사회
리부팅 인간 중심 과학,청강가능,교육
손생님! 한국수어를 부탁해요-고급편(한국 수어의 문법)-,청강가능,인문
손생님! 한국수어를 부탁해요-기초편(한국수어 기초회화)-,청강가능,인문
손생님! 한국수어를 부탁해요-입문편(한국수어 중급회화)-,청강가능,인문
사건과 스캔들로 보는 옛이야기,청강가능,인문
손생님! 한국수어를 부탁해요-활용편(한국수어 활용)-,청강가능,인문
생물학적 인간Ⅱ,청강가능,자연
대운하를 통해 본 중국의 정치경제사 II,청강가능,인문
기하광학 이론 및 실습 2,청강가능,공학
기하광학 이론 및 실습 1,청강가능,공학
연료전지 생산 및 관리,종료,공학
수소에너지 안정성 관리,종료,공학
수소에너지 산업 컨설팅,종료,공학
수소에너지 생산 및 인프라,종료,공학
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 아동의 증상에 따른 놀이･예술 기반 상담의 실제,청강가능,공학
반려동물학,청강가능,자연
스포츠마케팅론,청강가능,예체능
모두를 위한 사회학 입문 Ⅱ,청강가능,사회
UX/UI 디자인 입문,청강가능,예체능
위대한 수업1(GREAT MINDS) : 민주주의 리부트,청강가능,사회
연극으로 하는 창의감성교육,청강가능,예체능
스마트폰으로 영화 만들기,청강가능,예체능
시나리오란 무엇인가?,청강가능,예체능
연기와 오디션 테크닉,청강가능,예체능
"도시 부산, 공간을 말하다",청강가능,인문
현해탄과 근대 부산,청강가능,인문
믿고 보는 부산 문화,청강가능,인문
비름박 넘어 부산말,종료,인문
대한민국의 시작 '대한민국 임시정부',청강가능,인문
한국독립운동의 역사,청강가능,인문
독립군의 요람 '신흥무관학교',청강가능,인문
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 아동 문제의 이해와 놀이･예술 심리평가,청강가능,인문
한국문화로 배우는 한국어,청강가능,인문
태국어 문장 만들기,청강가능,인문
폴란드어 ABC와 기초여행회화,청강가능,인문
포르투갈어 Pre-A1,청강가능,인문
기초이란어(페르시아어),청강가능,인문
기초 우즈베크어 생활회화,청강가능,인문
스와힐리어 기초회화,청강가능,인문
태국어 문자와 기초회화,청강가능,인문
기초 터키어 여행 회화,청강가능,인문
기초 몽골어,청강가능,인문
기초 인도네시아어,청강가능,인문
기초 헝가리어,청강가능,인문
힌디어 문자 및 발음과 기초여행회화,청강가능,인문
공공외교와 한국,청강가능,사회
마학·마술학 기초과정,종료,자연
말보건관리·재활승마이론 기초과정,종료,자연
"몸, 숨, 맘 요가 (YBBM : Yoga for Body, Breath and Mind)",청강가능,예체능
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 놀이･예술 기반 아동상담의 특성과 과정,청강가능,예체능
Intermediate Accounting II,청강가능,사회
Winning in Business: The Art of War by Sun Tzu,청강가능,사회
아동상담: 놀이와 예술을 통한 어린이 마음치료 - 놀이･예술 기반의 아동상담 기법과 활용,청강가능,사회
"위대한 수업1(GREAT MINDS) : 100세 시대, 어떻게 살 것인가",청강가능,인문
희망의 인문학 : 우리는 희망에서 무엇을 배우고 가르칠 수 있는가 Ⅱ,종료,인문
가족과 건강 : 질병예방과 건강증진 Ⅱ,종료,의료
전산유체역학,청강가능,공학
아동과 청소년의 건강환경 Ⅱ,청강가능,공학
발레 : 융합문화예술의 실제 Ⅱ,청강가능,공학
생각보다 가까운 FTA(2),청강가능,공학
고전문헌과 역사문화Ⅱ,청강가능,인문
에어로졸개론,청강가능,공학
응용유체역학,청강가능,공학
대기오염개론,청강가능,공학
미세먼지를 알아보자!,청강가능,공학
꼬리에 꼬리를 무는 역사1,청강가능,인문
위대한 수업1(GREAT MINDS) : 소설가의 글쓰기,청강가능,인문
희망의 인문학 : 우리는 희망에서 무엇을 배우고 가르칠 수 있는가 Ⅰ,종료,인문
가족과 건강 : 질병예방과 건강증진 Ⅰ,종료,의료
증권투자이론 기초,청강가능,인문
삶을 버티게 하는 가치들,청강가능,인문
4차 산업시대 미래 질병과 신약개발,청강가능,인문
건강한 삶을 위한 운동 스마트한 헬스케어,청강가능,인문
클릭! 부산(문화와언어),청강가능,인문
대중음악과 청년문화,청강가능,사회
대화와 인간관계,청강가능,인문
스마트 팩토리에 대한 이해 : 우리는 제조업을 어떻게 스마트하게 만들 수 있는가?,청강가능,공학
영상처리와 패턴인식,청강가능,공학
위대한 수업1(GREAT MINDS) : 운명의 뇌과학,청강가능,자연
센서(응용)공학,청강가능,공학
모두에게 필요한 공중보건(Public health connects us all),청강가능,의료
수학으로 푸는 블록체인(Blockchain solved with mathematics),청강가능,공학
서울대 소장품 감상하기: 문화재를 중심으로,청강가능,공학
현대철학사조: 현대철학의 거장들,청강가능,공학
교육연구를 위한 통계방법,청강가능,공학
환자 시뮬레이터 체험하기,청강가능,공학
가족과 건강 : 운동과 뇌 건강 Ⅱ,종료,의료
모범시민의 교양회계 Ⅱ,종료,사회
DT시대 온택트 교육학개론,청강가능,융복합
문화와 생활 속 청렴,종료,인문
문화와 생활 속 청렴 시즌2,종료,교육
금융 AI,청강가능,사회
지역사회 건강관리와 사회문제 해결,종료,사회
크리에이터를 위한 글쓰기,청강가능,인문
신경망 네트워크와 수학적 기반,청강가능,공학
딥러닝의 깊이 있는 이해를 위한 머신러닝,청강가능,공학
인공지능 연구동향,청강가능,공학
세대간 소통을 위한 리더십,청강가능,교육
신 한류 문화의 이해,청강가능,인문
시와 상상력: 동서양의 명시를 통해 본 인문학적 상상력,청강가능,인문
디지털 전환과 4차 산업혁명,종료,인문
언어의 신비 들추어보기,청강가능,인문
결정의 미학 : 결정이 두려운 당신에게,종료,인문
미래 모빌리티 최신 기술동향,종료,공학
조선 산업 : 미래기술의 집합체가 되다,종료,공학
미래산업에서 수소연료전지의 위상,종료,공학
가족과 건강 : 운동과 뇌 건강 Ⅰ,종료,의료
모범시민의 교양회계 Ⅰ,종료,사회
인공지능 기반 소셜벤처의 비즈니스 모델 개발,청강가능,사회
아시아사 개척자들의 역사 이야기 + @,청강가능,인문
리스크 관리의 이해 및 응용,청강가능,사회
혁신 경영을 위한 다양성 전략,청강가능,사회
창의적인 사람의 7가지 습관,종료,사회
건강과 식생활,종료,사회
4차산업혁명 시대의 디지털 윤리,종료,공학
부자학,종료,사회
소프트웨어와 창의적사고,종료,공학
사랑의 인문학,종료,인문
한국 생활사,종료,인문
자연을 닮은 피부와 건강,청강가능,자연
스토리텔링으로 만나는 한의콘텐츠 기획,청강가능,인문
"스킨케어, 한의학과의 만남",청강가능,자연
맞춤형 화장품의 이해,청강가능,자연
피부미용과 K-뷰티,청강가능,자연
재활 스트레칭,청강가능,자연
향기 치유,청강가능,자연
침구와 경락 피부미용,청강가능,자연
본초학과 한방팩,청강가능,자연
위대한 수업1(GREAT MINDS) : 인정투쟁,청강가능,인문
유전체 정보분석과정,청강가능,의료
현장임상의 이해(내과),청강가능,의료
사회적 가치와 개인의 자유,청강가능,사회
영상시와 콘텐츠 제작,청강가능,인문
인공지능과 빅데이터,청강가능,공학
다양성과 공존 그리고 비즈니스 사례,청강가능,사회
스마트 리스크 관리,청강가능,사회
컴퓨터 패션 일러스트,청강가능,예체능
위대한 수업1(GREAT MINDS) : 거장의 클래식,청강가능,예체능
AI융합교육의 이해,종료,교육
"손끝 금융, 핀테크 경영",청강가능,사회
엑셀로 배우는 비용편익분석,청강가능,사회
PACK&TECH;: 패키징(기초편),청강가능,공학
공직사회 반부패 원리와 방안,청강가능,사회
정부와 행정,청강가능,사회
초급아랍어 입문과정,청강가능,인문
초급몽골어 입문(A1-1),청강가능,인문
포르투갈어초급 입문 과정,청강가능,인문
초급베트남어 듣기 말하기,청강가능,인문
Harmonic functions of two real variables and Applications,청강가능,인문
Design Thinking : 문제의 발견과 해결,청강가능,인문
디자인 씽킹을 넘어 가치 디자인으로,청강가능,인문
"미생물, 면역, 그리고 감염성 질병",청강가능,자연
스마트 계약 및 응용,청강가능,공학
고급 블록체인 이론 및 응용,청강가능,공학
데이터과학을 위한 R프로그래밍,청강가능,공학
지구과학과 환경기술,청강가능,자연
나노광학: 플라즈모닉스와 메타물질,청강가능,공학
양자물리와 양자컴퓨팅 기초,청강가능,자연
시스템 반도체 설계(하드웨어 시스템즈),청강가능,자연
"아날로그와 디지털 세계를 잇는, 메이커 입문",청강가능,사회
코딩으로 배우는 일반화학,청강가능,자연
블록체인 입문,청강가능,공학
블록체인 이론 및 응용,청강가능,공학
암호화폐 이론 및 응용,청강가능,공학
공자의 지혜 The Confucius’ Wisdom,청강가능,인문
ML-Agent와 강화학습,종료,공학
산업용 증강현실(iAR),종료,공학
VR프로그래밍,종료,공학
유니티 비주얼 스크립팅,종료,공학
위대한 수업1(GREAT MINDS) : 원더풀 수학,청강가능,자연
자율주행자동차기술,청강가능,공학
고전과 현실경영,청강가능,인문
인문고전 마르크스의 <자본>을 읽다,청강가능,인문
문학예술과 광기,청강가능,인문
알기 쉬운 기계재료 성형,청강가능,공학
"영문법, 숨겨진 일반성을 찾아서",청강가능,공학
미국문화의 속살,청강가능,공학
크메르어 문자와 기초회화,청강가능,인문
기초 힌디어,청강가능,인문
현대 미얀마어 입문,청강가능,인문
베트남어 읽기 A2,청강가능,인문
초급 아랍어,청강가능,인문
인도네시아어 A1,청강가능,인문
터키어 읽기 A2,청강가능,인문
해외긴급구호 의료팀 교육,종료,의료
태국어 문자 배우기,청강가능,인문
외국인근로자 사업담당자가 알아야 할 보건의료지원의 이해,종료,의료
통증을 물어보는 진료 중국어,청강가능,의료
통증을 알아듣는 진료 중국어,청강가능,의료
패턴으로 정복하는 중급중국어,청강가능,의료
쉽게 들어가는 중국어 입문,청강가능,의료
시니어 건강운동 지도자를 위한 이론과 실제,청강가능,예체능
신체이완과 움직임 (소메틱 소도구 필라테스),청강가능,예체능
시란 무엇인가,청강가능,인문
바디발란스,청강가능,예체능
액티브시니어를 위한 힐링 요가,청강가능,예체능
라이프디자인씽킹 : 대학생의 진로 탐색 프로젝트,청강가능,교육
미래를 위한 교수법 : 테크놀로지를 활용한 학습자 중심 교육,청강가능,교육
미래를 위한 교수법 ② : 학습자 중심 비대면 교육,청강가능,교육
혁신의 기술 : 3D프린터로 만드는 희망,청강가능,공학
"혁신의 기술 ② : 신뢰의 미래, 블록체인을 만나다",청강가능,공학
라이프디자인씽킹 ③ : 부모 다시보기,청강가능,교육
외국인유학생을 위한 한국대학문화,청강가능,교육
라이프디자인씽킹 ② : 직장인의 워라밸 찾기 프로젝트,청강가능,교육
구글 도구로 만드는 혁신적인 일상,청강가능,공학
구글도 인정한 구글 도구 마스터되기,청강가능,공학
운동생리학,청강가능,교육
독일어권 국가들의 문화 이해,청강가능,인문
도시경제,청강가능,사회
논리적 영어 글쓰기,청강가능,인문
학문적 글쓰기를 위한 한국어 문법,청강가능,인문
제한된 윤리성: 원인과 처방,청강가능,사회
"행정과 인공지능: 정부, AI에 미래를 묻다.",청강가능,사회
대학생을 위한 영어의 장벽 넘기,청강가능,인문
직장인을 위한 영어의 장벽 넘기,청강가능,인문
지역사회 간호(Community Nursing),청강가능,의료
3D Printing 제품 모델링,청강가능,공학
SW 코딩 프로그래밍,청강가능,공학
가상현실과 미디어 기술,청강가능,공학
마인드키퍼 정신건강 초기단기 개입과정,청강가능,의료
소셜벤처 빌드업 과정,청강가능,사회
소셜벤처 워밍업 과정,청강가능,사회
New Horizons in Chinese Philosophy | 中国哲学新视野,청강가능,사회
왜 음식윤리인가 : 문제 해결의 열쇠,종료,자연
Managing and Improving Quality,청강가능,사회
Hospitality Customer Behavior and Insights,청강가능,사회
Excel Basic Foundation,청강가능,공학
Basic Coffee Education,청강가능,자연
철도인프라 BIM 활용기술,청강가능,공학
Fundamentals of Psychology,청강가능,사회
Human Resource Management in the Hospitality industry,청강가능,사회
International Management,청강가능,사회
Project Management,청강가능,사회
K-뷰티 메이크업,청강가능,예체능
헬리콥터 비행의 이해 : 한계 그리고 도전,청강가능,공학
Purchase and Inventory Management,청강가능,사회
How to open a food & beverage business,청강가능,자연
Concepts of Post-Production,청강가능,예체능
Introduction to Railroad Systems,청강가능,공학
최초반응자를 위한 외상처치술,청강가능,의료
성공적인 이미지 메이킹,청강가능,예체능
와인 미학,청강가능,인문
세계로 통하는 한국어 : 중급Ⅰ,청강가능,인문
세계로 통하는 한국어 : 초급Ⅱ,청강가능,인문
세계로 통하는 한국어 : 초급Ⅰ,청강가능,인문
미생물학 입문,청강가능,자연
법률가와 정치,청강가능,사회
이슬람 문명의 역사와 문화기행,종료,인문
위대한 수업1(GREAT MINDS) : AI는 어떻게 생각하는가,청강가능,공학
위대한 수업1(GREAT MINDS) : 건축가 안도 다다오,청강가능,공학
사회복지실천과 요양보호(Social Work Practice & Long Term Care),청강가능,의료
특수요양보호(Special Care),청강가능,의료
디지털 치과학 (Digital Dentistry),청강가능,의료
기본간호(Basic Nursing),청강가능,의료
고대 그리스 신화와 문학세계,청강가능,인문
디지털 시대의 커뮤니케이션,청강가능,사회
